owner,repo_name,pull_number,url,commit_sha,commit_message,commit_date,pushed_date,changed_files,total_additions,total_deletions,state,Is_first_commit,pr_create_date,pr_created_date
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,5ca4fff,Merge branch 'main' of https://github.com/kennethjiang/JusPrin,2024-12-12T02:10:12Z,2024-12-12T02:10:12Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",5,13,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,282d4bb,Correct way to set background color,2024-12-12T16:54:57Z,2024-12-12T16:54:57Z,src/slic3r/GUI/MainFrame.cpp,3,5,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,c6adb7d,Stupid bug,2024-12-13T00:37:00Z,2024-12-13T00:37:00Z,src/slic3r/GUI/MainFrame.cpp,2,0,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,6284b28,Missed cleanup in hpp file,2024-12-13T05:11:24Z,2024-12-13T05:15:43Z,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,0,6,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,4deeb70,Missed cleanup in hpp file,2024-12-13T05:15:43Z,2024-12-13T05:15:43Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",0,15,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,d3a8b11,Simplify plater config change callback,2024-12-13T05:34:05Z,2024-12-13T05:34:05Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/Plater.cpp,src/slic3r/GUI/Plater.hpp",4,19,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,65f6fd3,<fix>mac多语言,2024-12-13T11:17:51Z,2024-12-13T11:18:03Z,run_gettext.sh,1,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,71f8775,Merge branch 'main' of https://github.com/kennethjiang/JusPrin,2024-12-13T11:18:03Z,2024-12-13T11:18:03Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/MainFrame.cpp,src/slic3r/GUI/Plater.cpp,src/slic3r/GUI/Plater.hpp",9,45,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,c0ec6b4,<fix>fix多语言,2024-12-13T14:05:40Z,2024-12-13T14:05:40Z,"localization/i18n/JusPrin.pot,localization/i18n/ca/JusPrin_ca.po,localization/i18n/cs/JusPrin_cs.po,localization/i18n/de/JusPrin_de.po,localization/i18n/en/JusPrin_en.po,localization/i18n/es/JusPrin_es.po,localization/i18n/fr/JusPrin_fr.po,localization/i18n/hu/JusPrin_hu.po,localization/i18n/it/JusPrin_it.po,localization/i18n/ja/JusPrin_ja.po,localization/i18n/ko/JusPrin_ko.po,localization/i18n/nl/JusPrin_nl.po,localization/i18n/pl/JusPrin_pl.po,localization/i18n/pt_BR/JusPrin_pt_BR.po,localization/i18n/ru/JusPrin_ru.po,localization/i18n/sv/JusPrin_sv.po,localization/i18n/tr/JusPrin_tr.po,localization/i18n/uk/JusPrin_uk.po,localization/i18n/zh_CN/JusPrin_zh_CN.po,localization/i18n/zh_TW/JusPrin_zh_TW.po,run_gettext.bat,run_gettext.sh",10,10,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,08732bc,A more robust way to notify the chat panel about the change of plater config,2024-12-13T20:24:32Z,2024-12-13T20:24:32Z,"src/slic3r/GUI/ObjectDataViewModel.hpp,src/slic3r/GUI/Plater.cpp",36,6,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,2e61a58,auto orient action,2024-12-13T20:49:41Z,2024-12-13T20:49:41Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",9,0,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,74b1fd5,It is still a good idea to reload the chat panel when switched from classic mode. Otherwise there are too many edge cases to handle,2024-12-14T15:38:07Z,2024-12-14T15:38:07Z,"src/slic3r/GUI/GUI_App.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/MainFrame.cpp",25,11,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,1e30588,"Not sure if this is what makes ""undo"" work",2024-12-14T23:38:05Z,2024-12-14T23:38:25Z,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,1,0,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,3fbd032,Bump version 0.1.1,2024-12-14T23:38:25Z,2024-12-14T23:38:25Z,version.inc,1,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,89f8b50,"Simplify the code that discards current changes to avoid ""transfer or discard"" dialog""",2024-12-15T14:54:15Z,2024-12-15T14:54:15Z,"src/slic3r/GUI/GUI_App.hpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",14,14,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,fbff0ef,"Revert ""A more robust way to notify the chat panel about the change of
plater config"" as it may be over-engineering.

This reverts commit 08732bcf18597088a8b9e85712c6d7b60122a230.",2024-12-15T17:10:41Z,2024-12-15T17:10:41Z,"src/slic3r/GUI/ObjectDataViewModel.hpp,src/slic3r/GUI/Plater.cpp",6,36,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,ca2cb34,Make sure auto-orient happens when snapshotting is not surpressed so that it can be undone.,2024-12-15T17:30:23Z,2024-12-15T17:30:23Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/Plater.cpp",13,3,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,07a1c9c,Revert ca2cb34babe0692f0bb871461c5aa3dfcf0eaa4d because the loop apparently will block the UI thread,2024-12-15T18:12:43Z,2024-12-15T18:12:43Z,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,2,12,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,8f6a975,Send Auto-orient event to the web app,2024-12-17T01:18:33Z,2024-12-17T01:18:33Z,"src/slic3r/GUI/Jobs/OrientJob.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",20,0,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,b54de46,Undo action,2024-12-17T01:39:59Z,2024-12-17T01:39:59Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",9,0,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,d319305,Bump version v0.1.2,2024-12-17T14:13:26Z,2024-12-17T14:13:26Z,version.inc,1,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,f6ea43b,Use AutoOrienter to calculate overhang,2024-12-19T02:12:42Z,2024-12-19T02:12:42Z,"src/libslic3r/Orient.cpp,src/libslic3r/Orient.hpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/Plater.cpp",98,31,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,079b911,Send features to chat page,2024-12-19T03:38:53Z,2024-12-19T03:38:53Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/Plater.cpp",23,17,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,f915461,Send features to chat page during RefreshPlaterConfig to simplify the communication protocol,2024-12-19T14:47:13Z,2024-12-19T14:47:13Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/Plater.cpp",9,15,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,c10ee83,The order of DiscardCurrentPresetChanges and ApplyConfig is important. CallAfter created race condition,2024-12-19T21:55:23Z,2024-12-19T21:57:15Z,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,4,6,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,7126e18,Bump version v0.2.0,2024-12-19T21:57:15Z,2024-12-19T21:57:15Z,version.inc,1,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,0a5a2db,Move the logic to decide if current changes need to be discarded to the chat page,2024-12-20T04:01:00Z,2024-12-20T04:01:00Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",11,6,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,accc79d,Small fix,2025-01-18T19:11:26Z,2025-01-18T19:11:26Z,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,7,3,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,f4fe473,sync agentAction worked,2025-01-20T02:45:37Z,2025-01-20T02:45:37Z,"resources/web/jusprin/jusprin_chat_preload.html,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",71,27,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,a606fa6,get_presets agent action works now,2025-01-20T17:30:12Z,2025-01-20T17:30:12Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",9,14,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,d6a7c02,weight-loss for JusPrinChatPanel. Not the most elegant refactoring...,2025-01-20T18:00:08Z,2025-01-20T18:00:08Z,"src/slic3r/CMakeLists.txt,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinConfigUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinConfigUtils.hpp",210,157,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,b38a05d,get_edited_presets worked,2025-01-20T21:58:27Z,2025-01-20T21:58:27Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinConfigUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinConfigUtils.hpp",52,8,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,aa61fb8,Refactor to make naming less ambiguous,2025-01-20T22:19:30Z,2025-01-20T22:19:30Z,"src/slic3r/CMakeLists.txt,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.hpp",28,27,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,82a7134,Refactor: re-locate plater-related function to keep PresetConfigUtils pure and clean,2025-01-20T22:32:33Z,2025-01-20T22:32:33Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.hpp",68,67,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,0d4e1ef,get_plates,2025-01-21T01:18:46Z,2025-01-21T01:18:46Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",37,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,50d2925,Bug in refactoring,2025-01-21T05:01:18Z,2025-01-21T05:01:18Z,"src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.hpp",5,4,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,c9ce245,Bug: when refId: null,2025-01-21T18:08:57Z,2025-01-21T18:08:57Z,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,3,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,e06122d,select_preset and apply_config are now sync agent calls to make it easier for them to be called from the chat page,2025-01-22T05:10:10Z,2025-01-22T05:10:10Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",34,28,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,3a8e3d7,Organize agent events,2025-01-23T20:26:46Z,2025-01-23T20:26:46Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",23,16,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,d1dd067,Model objects change as event,2025-01-23T21:32:06Z,2025-01-23T21:32:06Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/Plater.cpp",30,2,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,58b9bff,Auto-orient event now include features,2025-01-23T23:12:35Z,2025-01-23T23:12:35Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",30,29,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,03534bd,Make add-priner and add-filament to async handlers,2025-01-24T01:40:13Z,2025-01-24T01:40:13Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",33,55,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,86201a3,typo,2025-01-24T01:48:33Z,2025-01-24T01:48:33Z,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,1,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,9ba7d5a,switch to classic mode without having to reload the chat page,2025-01-24T02:57:47Z,2025-01-24T02:57:47Z,"src/slic3r/GUI/GUI_App.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",10,4,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,22941d9,config->set_deserialize only accepts string as input,2025-01-24T22:54:42Z,2025-01-24T22:54:42Z,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.cpp,4,2,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,f370a67,A very touchy assert statemetn,2025-01-24T23:13:05Z,2025-01-24T23:13:05Z,src/slic3r/GUI/Widgets/DropDown.cpp,1,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,14b12bf,Bump version v0.3.0,2025-01-25T05:23:03Z,2025-01-25T05:23:03Z,version.inc,1,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,89bce64,DRY the code,2025-01-27T14:34:39Z,2025-01-27T14:34:39Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",1,7,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,0d37f91,a cleanup that took way longer than it should,2025-01-27T16:55:51Z,2025-01-27T16:55:51Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinLoginDialog.cpp",18,14,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,f062a52,Propogate important errors to the server to diagnose,2025-01-27T18:25:56Z,2025-01-27T18:25:56Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.cpp",16,3,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,99cad30,Remove obsolete code,2025-01-27T20:07:15Z,2025-01-27T20:07:15Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp",3,39,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,4409c7f,So that I can debug the home webpage,2025-02-06T14:15:51Z,2025-02-06T14:15:51Z,"resources/web/homepage/js/home.js,src/slic3r/GUI/WebViewDialog.cpp",1,5,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,7c9d42a,"Take 2d images from a plate

* POC

* handle_get_plate_snapshots skeleton

* zzh_test

* test ok

* Simplify parameters

* Move to JusPrinChatPage. compiled

* move z_debug_output_thumbnail to JusPrinChat too

* Everything makes sense now

* more controls over the rendering

* cursor did the refactoring in one shot!

* Cursor did it again. Amazing refactoring

* rename

* Rename

* Accept multiple image locations now

* udpate

* Big refactoring

* revert unnecessary changes",2025-02-10T02:19:21Z,2025-02-10T02:19:21Z,"src/slic3r/CMakeLists.txt,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.hpp,src/slic3r/GUI/PartPlate.hpp,src/slic3r/GUI/Plater.hpp",298,31,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,56bd765,"Take 2d images from a plate

* POC

* handle_get_plate_snapshots skeleton

* zzh_test

* test ok

* Simplify parameters

* Move to JusPrinChatPage. compiled

* move z_debug_output_thumbnail to JusPrinChat too

* Everything makes sense now

* more controls over the rendering

* cursor did the refactoring in one shot!

* Cursor did it again. Amazing refactoring

* rename

* Rename

* Accept multiple image locations now

* udpate

* Big refactoring

* revert unnecessary changes",2025-02-10T03:46:22Z,2025-02-10T03:46:22Z,"src/slic3r/CMakeLists.txt,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.hpp,src/slic3r/GUI/PartPlate.hpp,src/slic3r/GUI/Plater.hpp",298,31,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,ee7ef29,Clean up preset methods,2025-02-10T03:46:22Z,2025-02-10T03:46:22Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.hpp",25,32,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,75bb829,b64 encoded image to return. not working,2025-02-10T05:19:42Z,2025-02-10T05:19:42Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.hpp",66,19,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,3dec543,return bbox so that client can calculate camera positions,2025-02-10T05:36:48Z,2025-02-10T05:36:48Z,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,18,0,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,062aabe,Change it to jpeg to save bandwidth,2025-02-10T14:08:16Z,2025-02-10T14:08:16Z,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,3,3,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,13f3276,Add devmode for debugging the chat page,2025-02-10T17:16:36Z,2025-02-10T17:16:36Z,"resources/web/jusprin/jusprin_chat_preload.html,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp",11,4,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,9c66af3,Now sure why the 'up' is  Vec3d::UnitY() + Vec3d::UnitZ() in Camera::select_view,2025-02-10T17:27:18Z,2025-02-10T17:27:58Z,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,1,1,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,ded6ea7,So that I can debug the home webpage,2025-02-10T17:27:45Z,2025-02-10T17:27:58Z,"resources/web/homepage/js/home.js,src/slic3r/GUI/WebViewDialog.cpp",1,5,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,0140b02,Clean up preset methods,2025-02-10T17:27:45Z,2025-02-10T17:27:58Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinPresetConfigUtils.hpp",25,32,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,aa85f74,b64 encoded image to return. not working,2025-02-10T17:27:45Z,2025-02-10T17:27:58Z,"src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinChatPanel.hpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.hpp",66,19,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,9004855,return bbox so that client can calculate camera positions,2025-02-10T17:27:45Z,2025-02-10T17:27:58Z,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,18,0,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,7cdcb8e,Change it to jpeg to save bandwidth,2025-02-10T17:27:45Z,2025-02-10T17:27:58Z,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,3,3,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,bf03a5f,Add devmode for debugging the chat page,2025-02-10T17:27:45Z,2025-02-10T17:27:58Z,"resources/web/jusprin/jusprin_chat_preload.html,src/slic3r/GUI/JusPrin/JusPrinChatPanel.cpp,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp",11,4,CLOSED,True,,2025-02-28T22:44:18Z
SoftFever,OrcaSlicer,8624,https://github.com/SoftFever/OrcaSlicer/pull/8624,5761efd,Now sure why the 'up' is  Vec3d::UnitY() + Vec3d::UnitZ() in Camera::select_view,2025-02-10T17:27:45Z,2025-02-10T17:27:58Z,src/slic3r/GUI/JusPrin/JusPrinPlateUtils.cpp,1,1,CLOSED,True,,2025-02-28T22:44:18Z
