owner,repo_name,C3,pull_number,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,created_at,merged_at,time_to_merge
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/484,484,2024-05-12T23:30:17Z,250,7,4,174,112,1d14bada361f2b4ae25472ef1bfbf0bbdcf64297,a009b0096e2e3506eddbea02fcd9815378ce32c7,a4c909d4f2eb25c06918eac9a74f17a3a4bf34de,7a99e92a0f7d16c1864852e9fb0216f1ac3f07cc,johnjosephhorton,MERGED,2024-05-12T23:30:17Z,2024-05-13T11:58:37Z,12:28:20
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/416,416,2024-05-03T13:58:39Z,250,2,5,52,17,7305cd60130082eaeae3778830ea66d7ebfea5de,2322bf7e5f9f79327b398ba90407e0f65700e7df,4d410d210482374c70fe73298b93c55397b413c3,302ad0c230673b9544b6925f3b948d76ece53bf4,johnjosephhorton,MERGED,2024-05-03T13:58:39Z,2024-05-03T15:01:58Z,1:03:19
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/552,552,2024-05-24T11:06:32Z,250,2,3,57,3,cd3a41abb7bb2106a0073296fa3147b25a95b6a4,cbaacd7ab01036d9c890968485769e818d928b6e,84668f503ebb1f5b419f64808bcc86b5c4e979b3,cbaacd7ab01036d9c890968485769e818d928b6e,johnjosephhorton,MERGED,2024-05-24T11:06:32Z,2024-05-25T21:26:29Z,"1 day, 10:19:57"
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/412,412,2024-05-03T00:18:44Z,250,1,2,9,15,cc1cbdbb9afa1047324b91329e01c694b6c25004,2927336787c46ac4fd44a54c7df1d9d53cfa7633,5cec085cf3522f412f68a5d83f9532c612c3d4e1,cc1cbdbb9afa1047324b91329e01c694b6c25004,johnjosephhorton,MERGED,2024-05-03T00:18:44Z,2024-05-03T00:30:15Z,0:11:31
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/601,601,2024-06-04T14:21:05Z,250,4,5,93,6,e7ea6e9f8b734d10b078928be57faa31ec8e539c,ac2fe3b40cff9409d2136a67c4b058a06784d2a0,8a05e9ecbec3fb393430a64fbf18dfcc74532cdb,34ed40b9f67830910d8b810251043dc3eaf10a5c,johnjosephhorton,MERGED,2024-06-04T14:21:05Z,2024-06-04T15:20:42Z,0:59:37
fossas,fossa-cli,https://github.com/fossas/fossa-cli/pull/1424,1424,2024-05-02T22:26:42Z,1392,9,6,140,19,f3d3bda13beb7a178c66e26273a642ada2bb3ec0,87635a7ece852aacc5fe55dae44ea8d0ce306729,2e2b87495809f5d1506fd8cfe2b4b6448be9a3fb,a9d6ee5ea372bbf508d9d9137ecf891ffa75520c,jssblck,MERGED,2024-05-02T22:26:42Z,2024-05-03T19:20:43Z,20:54:01
geneontology,go-ontology,https://github.com/geneontology/go-ontology/pull/30119,30119,2025-04-14T15:18:09Z,234,3,1,11,0,ab37c9489cc2acfb1a6da80ff9798a12f3c8fe0f,b1fe3def73a00fe3bf71ceb39c3e6e819c0e16da,e3cb072c3e71e5467810f09f938e3b3d721363cc,3a7ca2b32266456e4881c2e928f19c3a0c6d5413,cmungall,MERGED,2025-04-14T15:18:09Z,2025-04-14T17:03:51Z,1:45:42
gianlucamazza,solana-mmaker,https://github.com/gianlucamazza/solana-mmaker/pull/2,2,2024-06-07T12:51:32Z,81,1,3,51,8,de98106375a6ecf4227f3f2fca08c38bc253bbca,de225b90e53b0b8d5530e0f8fb4683f0e5f1bbf5,be60a13ae92ee2f5388c418ae97fff390bbb1e14,de98106375a6ecf4227f3f2fca08c38bc253bbca,gianlucamazza,MERGED,2024-06-07T12:51:32Z,2024-06-07T13:01:50Z,0:10:18
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/149,149,2024-12-02T05:36:18Z,126,2,7,1760,0,4e71a1c7ea9a578fa759038d46acad703f96b720,859a98913c46918e9771d65343481da671bb4157,6cd34aff3623fff463b5bba5e264550e659924d7,384c03251142322b1c8752d914fc6424b9cc2403,toyamarinyon,MERGED,2024-12-02T05:36:18Z,2024-12-02T06:36:49Z,1:00:31
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/108,108,2024-11-18T12:50:41Z,126,1,1,5,4,64f032a2958a9474ff2357a700e57a004a66487d,63d08aa89d8d4063bc3f8ccf8f9df2519b129d1a,55497b779e02c01b3937f71f8aa0057a7cc1e8a1,64f032a2958a9474ff2357a700e57a004a66487d,toyamarinyon,MERGED,2024-11-18T12:50:41Z,2024-11-19T00:15:55Z,11:25:14
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/764,764,2025-04-24T07:03:39Z,126,3,6,137,5,37e3f44c6d03cdfb905364ce47e980123e375afc,f50c415fca875ae7e09c3cc99dee90c26b93eb10,d894e8cacfaa011b8a4ba5d34f55caa5638659f5,8eccffc1edd17f46af322304b4e558c9b5bf1959,toyamarinyon,MERGED,2025-04-24T07:03:39Z,2025-04-24T08:05:59Z,1:02:20
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/184,184,2024-12-06T10:12:59Z,126,4,2,31,12,67126a577fc78c4d8dbd3aeb5f4096e201403d16,3eea1a44c074b3d6a12265337b3ad51346e494a8,1d2ccb1453d70b12ee42d74517a5561cf550e0dc,65cfbc3db419cec9221f135b8bdb1ca16ac6f91a,toyamarinyon,MERGED,2024-12-06T10:12:59Z,2024-12-06T12:50:30Z,2:37:31
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/285,285,2025-01-06T00:30:31Z,126,6,60,78,62,a490c02001c8939c5af396ea5bf8a840cd5554a1,db2303e5082182171ee492fbddc5ee60df918e74,ee5fd377ccb40062abf43615ce19cf3424d533e3,5ee98166775c65129142b4b0aecc52466dc9adf7,toyamarinyon,MERGED,2025-01-06T00:30:31Z,2025-01-06T03:38:45Z,3:08:14
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/138,138,2024-11-28T09:28:33Z,126,1,1,1,1,04c4520c6568720c9f8e4f40e23b017932173a19,b1c0be70ca2375788859ad39b64d61ed18db7392,7f1cb95ddf82c60dc40f41905908c72aafe321d2,04c4520c6568720c9f8e4f40e23b017932173a19,toyamarinyon,MERGED,2024-11-28T09:28:33Z,2024-11-28T09:40:22Z,0:11:49
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/477,477,2025-03-18T08:14:24Z,126,1,1,23,0,3b29685bc090fa1960812d0f8d4ed517a04a4b2d,3c29cbdbf8648c352ab307188209aa731d444cc0,1ba105b3b515e96e2078c648697beba4ec376023,3b29685bc090fa1960812d0f8d4ed517a04a4b2d,toyamarinyon,MERGED,2025-03-18T08:14:24Z,2025-03-18T12:17:18Z,4:02:54
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/270,270,2024-12-24T01:22:23Z,126,26,26,5890,399,b3ff9ddbe383c81f76e9343300ff57e49f1261bb,ccaec0213c6ae3a11af603b031045a0dffea521f,742be24e72e0a1cdc60c38afd10002675e0802af,b192336b7335dbbf10b0022522c915c2d6a104e3,toyamarinyon,MERGED,2024-12-24T01:22:23Z,2024-12-24T04:59:05Z,3:36:42
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/465,465,2025-03-17T12:47:13Z,126,5,24,356,11,d1d1e668ae5dd40317a9bf3612d61443592e8358,ba2a199407f7e3467b1e0148c101691bec725b26,d91b6e6afdbe2dc9977653e647d4513c4ef60d04,5906958a75c67147a54289b1455a580cff1755ca,toyamarinyon,MERGED,2025-03-17T12:47:13Z,2025-03-18T01:57:40Z,13:10:27
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/280,280,2024-12-26T07:32:56Z,126,2,6,2152,1,940f0295fffa085154273a51eaccf825988d0878,80a8e99519cb5242289d0e697aac83044d0d1b4c,62cfda6d0826ecdbd5e6494c66f08abc05825fc7,b5896be5f22364441081f36237f59244fc712efa,toyamarinyon,MERGED,2024-12-26T07:32:56Z,2024-12-26T11:52:01Z,4:19:05
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/499,499,2025-03-23T23:39:23Z,126,62,93,3416,689,de0c8187e0ec9afa9f2f3fe746a97c09c155e6f5,a70a6322dfe5820548b657d82c9c5b9f4275c972,9c0a8a350c6b1aa303de3a72f5fcf7fecae0fcb8,a20c975c65fc523024df55b0db2a29757804f6c8,toyamarinyon,MERGED,2025-03-23T23:39:23Z,2025-03-24T02:46:41Z,3:07:18
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/583,583,2025-03-31T06:42:07Z,126,1,1,18,34,87c0f15a0c41b1bb6237d9b14747b956d83c8b77,e5bde2df8d5aad82f0ff069ec36902d4a36fd120,1e66e010debd5f20b0d0a2ef21a1434a6ef728ea,87c0f15a0c41b1bb6237d9b14747b956d83c8b77,toyamarinyon,MERGED,2025-03-31T06:42:07Z,2025-03-31T09:32:02Z,2:49:55
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/309,309,2025-01-14T09:51:44Z,126,36,48,4895,2,0cff7c2cf815764abffa20c93735350278bf720d,2926ee73aa454e74d836e3fd27cb7a03fd594a40,e95ae7009adbcea647bcf3d8f693e6d9885066b7,2a4b5dca88c71d449ba27c8f780d1bdd752183b8,toyamarinyon,MERGED,2025-01-14T09:51:44Z,2025-01-16T02:01:44Z,"1 day, 16:10:00"
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/81,81,2024-11-08T03:52:49Z,126,9,8,138,2,0d7860037818e0bff561662fa4ffeaa562006573,2ea5cbd0f20b1c1bae0e76957b2d8d6115d6ec9c,791cdd33ad292e60b5e684f25d4cf14fd02757de,1732ee087d3a4a8570798f56b1618a955890cc3e,toyamarinyon,MERGED,2024-11-08T03:52:49Z,2024-11-08T05:31:58Z,1:39:09
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/203,203,2024-12-11T01:22:50Z,126,5,3,77,31,84a62665815a8f802b7d8e5ec892fdf74fa5feaa,752707f561f45b3c3660565e883e6312c132abb1,086c9ce0e5e23adfc24a45e9b38001ad84cf99bf,3665d6bdb6000dc3b213621950cb00d8d73a6325,toyamarinyon,MERGED,2024-12-11T01:22:50Z,2024-12-11T02:41:08Z,1:18:18
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/181,181,2024-12-06T04:11:53Z,126,1,2,15,1,4d9076b5eb3749c3d7816aee71e5b9dc4689b48e,601cf464e60c9fd76d2833625adaca12953cdde9,43bbeecac97fe0dacec3096d1b29f71b3b1169a6,4d9076b5eb3749c3d7816aee71e5b9dc4689b48e,toyamarinyon,MERGED,2024-12-06T04:11:53Z,2024-12-06T04:48:34Z,0:36:41
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/170,170,2024-12-05T05:48:50Z,126,4,10,158,8,5f6670820194d7c413e82ce2581a8613877a950a,cda5ca3a15536e436ae7312e4c099fc4d825c438,fdcae221210c35391a3778b3407a09d4c5721523,be3f25936b0c58eecf0206a252869cc4a3e89084,toyamarinyon,MERGED,2024-12-05T05:48:50Z,2024-12-05T06:06:27Z,0:17:37
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/54,54,2024-10-28T08:28:46Z,126,36,27,1417,1058,7bc4b9797db2a962e4928a40975d2d746523b957,fcd9b9d3a808ced27955b97ff92106c6ada6962d,182f667448d9dc705928e37bc0c2f303495d09c0,632c7325cccb5a59b9a16466ef31f413153d6b1b,toyamarinyon,MERGED,2024-10-28T08:28:46Z,2024-10-29T06:27:59Z,21:59:13
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/48,48,2024-10-24T09:05:28Z,126,11,17,2240,29,a4bdd0d0acd2458b327e1f3cde0dcd5f42de56d7,33646e1dff76ce40f7790dc1b9d62b7e4018316f,930deb6b9306a2627c0907005c4ed58b1cb52f88,ea2d0311e246e323e2a1bde7ab12ef33ba1ffab0,toyamarinyon,MERGED,2024-10-24T09:05:28Z,2024-10-25T00:07:27Z,15:01:59
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/470,470,2025-03-18T01:32:52Z,126,1,1,2,2,af09c939a9eced20a730662472b207cb0a279557,3f8c55c6aa24f5715f84043fd76a366f3cc5bc9a,d91b6e6afdbe2dc9977653e647d4513c4ef60d04,af09c939a9eced20a730662472b207cb0a279557,toyamarinyon,MERGED,2025-03-18T01:32:52Z,2025-03-18T02:00:49Z,0:27:57
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/374,374,2025-02-18T02:53:00Z,126,1,3,30,34,00e165e13fa94b85b4301ccbc32fdd4d396a0308,09ac88694fa4951c5f6c21710087928e7a22630d,94fec9010f3b463f7e541d7fffbf2ed44eb84e80,00e165e13fa94b85b4301ccbc32fdd4d396a0308,toyamarinyon,MERGED,2025-02-18T02:53:00Z,2025-02-18T03:41:41Z,0:48:41
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/397,397,2025-02-25T01:49:50Z,126,14,14,101,84,f48039956fd9ef851a4fd995bf7ddf3756522ca5,709e00122502d407dafc4ed58614d0d5d42b9cb9,97397b44748ff3d675ca3f0fe5788945525c0ab1,89eec5ff5ffdef6ff0371b286e6d9407d65854b4,toyamarinyon,MERGED,2025-02-25T01:49:50Z,2025-02-25T04:56:57Z,3:07:07
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/756,756,2025-04-23T10:58:58Z,126,1,1,50,1,f8bb51ff48228847975c29e3d9fdff804db0ca65,1aa8128a7a3ee8099db8f36ba49fac0683ed3f05,caa4f88df84b8dfc97e3fd9a45df19ed1cf4d637,f8bb51ff48228847975c29e3d9fdff804db0ca65,toyamarinyon,MERGED,2025-04-23T10:58:58Z,2025-04-23T12:36:53Z,1:37:55
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/227,227,2024-12-13T00:32:31Z,126,1,3,6,6,70d36009d4d916db3c93377540b2519882ed6ac6,d2bdbe68fbccc8f40e835b28e98d5917c956366e,85d80187f5ffd6f744eef6c8775eff838e6a34aa,70d36009d4d916db3c93377540b2519882ed6ac6,toyamarinyon,MERGED,2024-12-13T00:32:31Z,2024-12-13T01:03:07Z,0:30:36
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/420,420,2025-03-05T12:32:07Z,126,22,92,1407,2144,11a0cbac834d788090c173af4c700c1b309ab292,48d2914883a6254046b1ecc88b501bb14050e416,b72e64286c9f6c34c6dcfe4baa1653323685b322,b8edaa938c7b9976c4ef0f20a11be68aa17c5934,toyamarinyon,MERGED,2025-03-05T12:32:07Z,2025-03-06T00:44:49Z,12:12:42
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/161,161,2024-12-04T07:17:36Z,126,5,4,213,1,39562addde7b17aab9215b393ce49f9173d9a973,fe7061a32a37b4ce2f94d5f159749b1bcb67b58a,215afff4491f53c0ecba1c4a428b6e72d43c5199,f91d86b360b317215d9ab1c2054793a144a901ea,toyamarinyon,MERGED,2024-12-04T07:17:36Z,2024-12-04T08:54:13Z,1:36:37
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/416,416,2025-03-03T05:18:23Z,126,3,5,67,50,897b045a9d0b8ab6092f3ee911290065ae50bf69,2b119f4c82b80769c054dba4a41a5a21361970df,0b85d3bf63203a0787ab31574cd94f59cddf1c3f,d7ac00416b73d4bcd3e1e5cb6299c5b3163e3c13,toyamarinyon,MERGED,2025-03-03T05:18:23Z,2025-03-03T07:38:01Z,2:19:38
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/65,65,2024-10-30T09:32:42Z,126,1,2,24,48,3b5ca3da330d3878d128b1f6739f241efdc88aaa,9813f8ea7b688adbeff09251029f0d4a3760ae2a,44ac7a76b410440f5cea04a72229c9d5cd1e63b8,3b5ca3da330d3878d128b1f6739f241efdc88aaa,toyamarinyon,MERGED,2024-10-30T09:32:42Z,2024-10-30T11:57:17Z,2:24:35
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/162,162,2024-12-04T07:25:33Z,126,1,1,8,0,927a53f230335b595e9bb5da12a0eedc11f27c0b,a56348401808c610529e5775a01d845c79753ea0,07fe308c26e7ae07efb39a7e916152407e2faf7d,927a53f230335b595e9bb5da12a0eedc11f27c0b,toyamarinyon,MERGED,2024-12-04T07:25:33Z,2024-12-04T08:54:29Z,1:28:56
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/159,159,2024-12-04T05:23:20Z,126,1,3,47,12,704d0b557f5f6ef1ddba75f8d3af36c90a33bf40,07fe308c26e7ae07efb39a7e916152407e2faf7d,5ed15db4228e7d9ccaa7374b86737b7f5d96906b,704d0b557f5f6ef1ddba75f8d3af36c90a33bf40,toyamarinyon,MERGED,2024-12-04T05:23:20Z,2024-12-04T07:18:06Z,1:54:46
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/167,167,2024-12-05T01:54:03Z,126,1,2,39,7,8ed6675a94e3278af2bcfe7d3d0a808168b0adb2,fdcae221210c35391a3778b3407a09d4c5721523,380d86dae9e57efe93ebb4ff92da4b1b63c0282c,8ed6675a94e3278af2bcfe7d3d0a808168b0adb2,toyamarinyon,MERGED,2024-12-05T01:54:03Z,2024-12-05T02:24:02Z,0:29:59
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/28,28,2024-10-21T05:50:02Z,126,2,6,61,17,b3e08958e66cec8aeb808ab491d1ba9d5c4085c8,97a3c2fc0442d99375429e0aa806145ed7f5af7e,aaaa89f63e3ef84ce50f8cb53eeb95f7b45f73a3,447b913361fa7c38ac5cc08e61fcaf56da07218e,toyamarinyon,MERGED,2024-10-21T05:50:02Z,2024-10-21T06:52:43Z,1:02:41
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/757,757,2025-04-23T21:51:26Z,126,3,9,155,108,5fb3308bc2dceddd2f32f2dfc59a07d7032a5ef4,2f56735bd26010d212d4ce7d6622428a3dfe92f9,20e50369e7d8952507fc17a9cd8d2fc1058e107b,a666ca0a21221c12fe8a5870ad32f2acbe9b6ed6,toyamarinyon,MERGED,2025-04-23T21:51:26Z,2025-04-24T00:45:11Z,2:53:45
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/707,707,2025-04-14T09:01:01Z,126,5,12,212,55,0ac2615413f5cfc634c1f86af372ead4aa70aad1,33b2e96f945af443c971a1968d908a25717157ad,b39d670bedf08e7b457067654bb9ad3b6fa38b77,928a851afdaeddd4aeb826a2f4b3de656472ce85,toyamarinyon,MERGED,2025-04-14T09:01:01Z,2025-04-15T12:40:17Z,"1 day, 3:39:16"
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/106,106,2024-11-14T08:06:08Z,126,11,25,5785,79,5485af1de35b5d189558a64626ffc19376e8a4a8,55497b779e02c01b3937f71f8aa0057a7cc1e8a1,af39ccc43cfc9d79663b5e42deb9f09df3dd7fd5,634355ed850c4359ba11bdf875a7075a7d563fbb,toyamarinyon,MERGED,2024-11-14T08:06:08Z,2024-11-15T08:36:10Z,"1 day, 0:30:02"
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/166,166,2024-12-04T12:34:07Z,126,1,1,123,5,8c23d14c8ebd838d21c4270f75bcea10f3d23443,380d86dae9e57efe93ebb4ff92da4b1b63c0282c,4204d135498beebc09986a37a9fb3fca5e376406,8c23d14c8ebd838d21c4270f75bcea10f3d23443,toyamarinyon,MERGED,2024-12-04T12:34:07Z,2024-12-04T12:50:05Z,0:15:58
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/421,421,2025-03-06T01:41:34Z,126,9,19,1374,30,919d8b34e3567e47a4eff801ac7a22a22585b975,21a6b02506dd2873c8c76e14c538b9ee5a12a6bb,48d2914883a6254046b1ecc88b501bb14050e416,adf1df36807933022b5097aee7fbbb43ec70e222,toyamarinyon,MERGED,2025-03-06T01:41:34Z,2025-03-06T02:55:46Z,1:14:12
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/164,164,2024-12-04T08:59:43Z,126,3,6,272,233,e6ebf2b8a2ac19272d4dd1c4e7008d6b22bfe53d,7cc93e8cebba169a9cb2629ff84c5376bbf6b7e8,a56348401808c610529e5775a01d845c79753ea0,3b15bb29ff84c7cd5f7721499a15253b87e03535,toyamarinyon,MERGED,2024-12-04T08:59:43Z,2024-12-04T12:09:38Z,3:09:55
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/147,147,2024-12-02T01:45:52Z,126,24,17,1172,240,e7bcb8b1dd866a7d2f8b89560ca923b6d20b62b4,b8f6b7fe5412cf0a890d49ff2dc20267148c65cc,9b6badba8cd391bc81b3e469c87c8489759c6dd0,19f0b0f4b94284bc184f981f0e9e2dc37c0951b7,toyamarinyon,MERGED,2024-12-02T01:45:52Z,2024-12-02T04:02:15Z,2:16:23
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/225,225,2024-12-12T07:56:57Z,126,1,1,3,0,668fcd3ce89f1cbcad819b78c711c16751df1c3d,85d80187f5ffd6f744eef6c8775eff838e6a34aa,8fea65220e4544a7a74a0178377efb8959fdf4b4,668fcd3ce89f1cbcad819b78c711c16751df1c3d,toyamarinyon,MERGED,2024-12-12T07:56:57Z,2024-12-12T08:56:43Z,0:59:46
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/72,72,2024-11-05T07:06:35Z,126,4,4,837,837,5dbdd0b1031f4ff6ec37e2ee463c661fd7dec573,547db38e4a78b497bd8942dbcbf72f3adb1c2d66,e1106e3e1b4526ad4eeed64605c1958f4f26e2c2,40e6c029618eca3e4ec40e449975e48ae280ba44,toyamarinyon,MERGED,2024-11-05T07:06:35Z,2024-11-05T08:31:28Z,1:24:53
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/193,193,2024-12-09T08:35:39Z,126,4,6,402,36,76cccad049c83d981d791b96c70e71dba948716b,93a3215fb1272feda0097705e43aa99d0af6ed5d,6012c8a36145be0d25aec65449923004e031984e,8520ee98be76d77fe2dc0030082328dd7cfd13f7,toyamarinyon,MERGED,2024-12-09T08:35:39Z,2024-12-09T23:55:26Z,15:19:47
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/68,68,2024-11-05T01:03:13Z,126,24,24,1202,295,1239c4a5d4c4393c4f7f27b1d7b585c2f6960984,2581289fa75cdda47d56df043c3944fa4a550506,da15ab0efec8b581e0706db554e75bf6e12ccb50,f514e39ad7f50d5433b35eb5d6a7a75518471626,toyamarinyon,MERGED,2024-11-05T01:03:13Z,2024-11-05T05:58:41Z,4:55:28
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/89,89,2024-11-12T04:56:47Z,126,13,7,239,21,ffd1ad2633e7bcd8a68e8889e73a408034717762,5ac2c72c1c936cc40cef0ee183c312268b7a15f6,2ed02125f848893f3de8d3e292c8cbfa47c9ca95,9461e4404dc200047d187e3bf64d20ae59783845,toyamarinyon,MERGED,2024-11-12T04:56:47Z,2024-11-12T05:22:55Z,0:26:08
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/186,186,2024-12-09T01:14:02Z,126,2,1,12,2,b42a85a55b3aa14b48cd405561af151d1b8b4117,6012c8a36145be0d25aec65449923004e031984e,ede5d88000438233ac81f31822bf1c37d2c58ba8,a78e2479be37c57a065304741a97cdb62ce3d408,toyamarinyon,MERGED,2024-12-09T01:14:02Z,2024-12-09T05:29:43Z,4:15:41
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/154,154,2024-12-03T03:03:57Z,126,4,2,86,26,398c54138b576b1ed21c980410ec51505f8fdf6f,00cd8827948c5614e3833b3fb1200f259ee506f3,b52090b8c11f3d7fe8952dde87cc18b625576b4d,0a675d4876d63a77ce5a016adeab71ce3ac13093,toyamarinyon,MERGED,2024-12-03T03:03:57Z,2024-12-03T03:39:54Z,0:35:57
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/462,462,2025-03-17T08:54:02Z,126,1,2,9,34,b59332a241bad94941404bb7c2b4559493ba20e5,86bdd77fa18fff41a0dbf1f243e219836559baa3,4f45debef6c6b5ba8034342400d4ee3545078d75,b59332a241bad94941404bb7c2b4559493ba20e5,toyamarinyon,MERGED,2025-03-17T08:54:02Z,2025-03-18T02:22:07Z,17:28:05
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/769,769,2025-04-25T05:44:50Z,126,4,16,560,97,7b0115be6254018e923720ec9dd52a12a9208a76,195304c3322a72fa42488373b64e66126bfabbb7,ab23ed700b0646acc96f1056d8eccbf5428b3709,4bc0a0414d60c090b916d49377e07e624e39ac6a,toyamarinyon,MERGED,2025-04-25T05:44:50Z,2025-04-25T07:08:38Z,1:23:48
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/177,177,2024-12-05T08:32:13Z,126,2,4,102,47,80e49a794f7e86d6fb54b17bd7d2cdff3486d897,1eca442188d37c52430f6845a45a3d85f5b7ed57,cd1d2ed89faf07edb91211ccb900c32a5a10ab23,aaa43e9f47f20537433db04e12ff9567fcf3b85f,toyamarinyon,MERGED,2024-12-05T08:32:13Z,2024-12-05T09:15:25Z,0:43:12
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/201,201,2024-12-10T07:10:45Z,126,5,10,406,16,e5f7f14a8240a9f88bcf794186d0b435a93a07d2,086c9ce0e5e23adfc24a45e9b38001ad84cf99bf,53ed3f50aa76f4a1accb5d897687e34cb037dcfe,94e4c754da721548cf045c2789cad7723e123ebe,toyamarinyon,MERGED,2024-12-10T07:10:45Z,2024-12-10T09:43:12Z,2:32:27
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/129,129,2024-11-27T09:41:40Z,126,87,30,4375,46,f53431196cdba2e84cfd9bf75c9a2efa22f6154a,b5f032c1f5144816b661d5d140a9fabe418e0557,160819412f1ce991c720555eb3ebf55cffa57f65,2d50bcda1398f7307fb3f6d4db1f1b6d34ce754a,toyamarinyon,MERGED,2024-11-27T09:41:40Z,2024-11-29T06:03:22Z,"1 day, 20:21:42"
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/86,86,2024-11-11T06:35:34Z,126,10,9,283,3,bf2bbf73d8c5c5d8096d84c2ae7b057b4ae3f5c1,44f1b5e414c1c7a8580a29cfa43fc905c8b2d847,2bbf701261f6992f3b12a927da8461d95889a0c3,5b005ca4f4bb326e67a8c6d20c1e94996208998d,toyamarinyon,MERGED,2024-11-11T06:35:34Z,2024-11-11T07:13:45Z,0:38:11
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/684,684,2025-04-09T08:11:49Z,126,23,25,903,39,580d68b81dc207c66b88b38e71a819721403c09b,c5b9141d882691479be93f943e8076d82ebdd9b9,86f6676e34fbf4244156ddfc8bdeb11b86daa27e,f3880bd8a325ebe4998b05f5467ef4e9747eac84,toyamarinyon,MERGED,2025-04-09T08:11:49Z,2025-04-11T01:11:53Z,"1 day, 17:00:04"
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/292,292,2025-01-07T01:34:06Z,126,2,3,14,11,af4aaadd59d48624e4043c943ac3f584ff65c745,e95ae7009adbcea647bcf3d8f693e6d9885066b7,0aa2a8c657b7623aae97fc6fd8280d69940f42ab,2935e0039b67d174fe4bfd880b718975d1bd94f3,toyamarinyon,MERGED,2025-01-07T01:34:06Z,2025-01-14T04:09:19Z,"7 days, 2:35:13"
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/755,755,2025-04-23T09:30:54Z,126,7,37,530,16,98cff04e428e179816b1672b34a13b2332ce3510,20e50369e7d8952507fc17a9cd8d2fc1058e107b,d5718ad182af802d08123668ce42d307c5399fa1,6f9dc17486da0d2e2434162de224364d677240fa,toyamarinyon,MERGED,2025-04-23T09:30:54Z,2025-04-23T12:37:05Z,3:06:11
