owner,repo_name,pull_number,url,state,initial_commit,initial_total_additions,initial_total_deletions,initial_change_lines,initial_file_change,text
oven-sh,bun,17832,https://github.com/oven-sh/bun/pull/17832,MERGED,1,2,2,4,1,"Fix incorrect string indexing in Git config parsing

Fixed bug where the code was using ""sshCommand"".len instead of the correct ""core.askpass"".len and ""core.sshCommand"".len when indexing into config lines.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
proboscis,pinjected,86,https://github.com/proboscis/pinjected/pull/86,MERGED,1,37,19,56,4,"Add optional control for implicit bindings to improve testability

- Add use_implicit_bindings flag to DIGraphHelper, DIGraph and AsyncResolver
- Rename validate_provision to a_check_resolution
- Improve error handling and diagnostics
- Fix tests to control implicit bindings

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
qltysh,qlty,1587,https://github.com/qltysh/qlty/pull/1587,MERGED,2,131,44,175,2,"Fix panic-prone unwraps in plugin.rs

Updated PluginPlanner to use proper error handling instead of unwraps to avoid potential panics. Added error context to improve debugging and made all relevant code propagate errors properly.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Format code and fix linting issues

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
qltysh,qlty,1589,https://github.com/qltysh/qlty/pull/1589,MERGED,1,26,19,45,8,"Fix panic in extract_zip and install_tarxz functions

Update extract_zip and install_tarxz in download.rs to return proper Errors instead of using unwrap() which can cause panics. Also fixed update_hash methods to properly propagate errors using the ? operator.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
quokka-astro,quokka,910,https://github.com/quokka-astro/quokka/pull/910,MERGED,1,19,0,19,1,"Add CLAUDE.md with build instructions and coding guidelines

Add a reference file containing build/test commands and code style
guidelines for use with agentic coding tools like Claude Code.

🤖 Generated with Claude Code
Co-Authored-By: Claude <noreply@anthropic.com>"
radio-t,radio-t-site,466,https://github.com/radio-t/radio-t-site/pull/466,MERGED,1,1,0,1,1,"Add open-pull-requests-limit to NPM dependabot config

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
rishikanthc,Scriberr,70,https://github.com/rishikanthc/Scriberr/pull/70,MERGED,1,605,327,932,6,"fix: improve authentication with token refresh and expiry handling

- Add token refresh mechanism to automatically renew tokens before expiry
- Improve error handling for unauthorized API requests
- Add proper redirect to login page when token expires
- Implement client-side token validation on app initialization
- Add consistent session expiration tracking in localStorage
- Create new token refresh API endpoint

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
rishikanthc,Scriberr,71,https://github.com/rishikanthc/Scriberr/pull/71,MERGED,1,1182,1117,2299,7,"feat: enhance audio quality for playback

Store and serve original audio files alongside WAV transcription versions. This improves playback quality while maintaining transcription accuracy.

- Add schema fields for original file name and type
- Update upload process to preserve original files
- Modify audio API to serve either original or WAV files
- Update UI components to utilize high-quality audio when available
- Maintain optimized WAV format for transcription purposes

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
rishikanthc,Scriberr,88,https://github.com/rishikanthc/Scriberr/pull/88,MERGED,1,132,84,216,6,"feat: Update GitHub workflows for automated releases and versioning

- Add versioning workflow that automatically creates new releases when PRs are merged to main
- Update main Docker workflows to create versioned and latest tags when releases are published
- Update nightly workflows to build containers only when PRs are merged to nightly branch
- Ensure all workflows are independent to avoid failures affecting each other

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
rishikanthc,Scriberr,89,https://github.com/rishikanthc/Scriberr/pull/89,MERGED,1,35,9,44,2,"fix: Add fallback from float16 to float32 for GPUs without efficient float16 support

- Add try/catch to transcribe.py to gracefully fall back to float32 when float16 fails
- Add WHISPER_COMPUTE_TYPE environment variable support in transcription.ts
- Improve logging for compute type selection"
rishikanthc,Scriberr,90,https://github.com/rishikanthc/Scriberr/pull/90,MERGED,1,49,0,49,2,"fix: Improve CUDA memory management for diarization

- Add memory cleanup before and after diarization to prevent OOM errors
- Set PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True for better memory management
- Properly unload models when switching from transcription to diarization
- Add explicit garbage collection to free memory between operations"
rishikanthc,Scriberr,91,https://github.com/rishikanthc/Scriberr/pull/91,MERGED,1,887,396,1283,5,"fix: UI enhancements

- Implement side-by-side layout for better usability
- Improve navigation with descriptive labels
- Convert upload panel to floating modal
- Optimize for large screens with better width constraints
- Fix scrolling issues for long transcriptions
- Replace summarization button icon with star for better clarity
- Add warning about HF_API_KEY environment variable requirement in setup page

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
rishikanthc,Scriberr,92,https://github.com/rishikanthc/Scriberr/pull/92,MERGED,5,1235,573,1808,14,"feat: Update GitHub workflows for automated releases and versioning

- Add versioning workflow that automatically creates new releases when PRs are merged to main
- Update main Docker workflows to create versioned and latest tags when releases are published
- Update nightly workflows to build containers only when PRs are merged to nightly branch
- Ensure all workflows are independent to avoid failures affecting each other

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>
Merge pull request #88 from rishikanthc/fix/github-workflows-and-versioning

feat: Update GitHub workflows for automated releases and versioning
fix: Add fallback from float16 to float32 for GPUs without efficient float16 support

- Add try/catch to transcribe.py to gracefully fall back to float32 when float16 fails
- Add WHISPER_COMPUTE_TYPE environment variable support in transcription.ts
- Improve logging for compute type selection
fix: Improve CUDA memory management for diarization

- Add memory cleanup before and after diarization to prevent OOM errors
- Set PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True for better memory management
- Properly unload models when switching from transcription to diarization
- Add explicit garbage collection to free memory between operations
fix: UI enhancements

- Implement side-by-side layout for better usability
- Improve navigation with descriptive labels
- Convert upload panel to floating modal
- Optimize for large screens with better width constraints
- Fix scrolling issues for long transcriptions
- Replace summarization button icon with star for better clarity
- Add warning about HF_API_KEY environment variable requirement in setup page

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
sakaiproject,sakai,13513,https://github.com/sakaiproject/sakai/pull/13513,MERGED,1,0,1,1,1,"SAK-46662 Fix constraint violation during site copy of assignments

Fix a constraint violation error that occurs during site copy operations when copying assignments
with AllPurposeItem supplements. The error occurred because the AssignmentAllPurposeItem was being
saved to the database before its required assignmentId field was set.

This fix removes the premature save operation and ensures the entity is only saved after all required
fields are properly initialized.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
sakaiproject,sakai,13538,https://github.com/sakaiproject/sakai/pull/13538,MERGED,1,10,1,11,1,"SAK-51281 Assignment tool fix TransientPropertyValueException in transferCopyEntities

Fixed Hibernate error by ensuring parent AssignmentAllPurposeItem is persisted before creating and saving related AssignmentAllPurposeItemAccess objects, preventing the ""transient instance must be saved before current operation"" exception.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
shandley,awesome-virome,42,https://github.com/shandley/awesome-virome/pull/42,MERGED,1,98,0,98,1,"Add missing functions to enhance_metadata.py for incremental updates

This commit adds the missing extract_tool_metadata and get_repo_metadata functions
to the enhance_metadata.py module, which are required by the incremental_metadata_update.py
script. These functions handle repository metadata extraction and integration with
academic_impact.py for citation data collection.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
shandley,awesome-virome,43,https://github.com/shandley/awesome-virome/pull/43,MERGED,1,55,3,58,1,"Update incremental-updates workflow to use PR creation

Modified the incremental metadata updates workflow to create pull requests
instead of pushing directly to the main branch. This aligns with repository
branch protection rules requiring changes to be made through pull requests.

Key changes:
- Added required permissions: contents write and pull-requests write
- Replaced direct commit and push with a prepare step and PR creation
- Added peter-evans/create-pull-request action configuration
- Added error handling and fallback mechanisms for PR creation

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
shandley,awesome-virome,45,https://github.com/shandley/awesome-virome/pull/45,MERGED,1,5,5,10,1,"Update GitHub Actions in github-pages workflow to latest versions

- Update actions/checkout from v3 to v4
- Update actions/configure-pages from v3 to v4
- Update actions/upload-pages-artifact from v1 to v3
- Update actions/deploy-pages from v2 to v4

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
shandley,awesome-virome,46,https://github.com/shandley/awesome-virome/pull/46,MERGED,1,58,58,116,1,"Fix EOF delimiter in here-document of github-pages workflow

- Fix syntax error in the here-document by placing EOF delimiter at the beginning of the line
- Add single quotes to prevent variable expansion in the here-document

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
spaceshelter,orbitar,434,https://github.com/spaceshelter/orbitar/pull/434,MERGED,1,1,1,2,1,"Fix vote list username styling in RatingSwitch

Increased specificity of username selector in the vote list to prevent style override from parent components. This ensures consistent username styling in both post and comment vote lists.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
sublime-security,sublime-rules,2435,https://github.com/sublime-security/sublime-rules/pull/2435,MERGED,1,3,3,6,1,"Enhance spam_attendee_list_solicitation.yml to detect grocery store list solicitations

- Add ""Store|Grocer"" to entity types to detect grocery store list solicitations
- Expand pattern to detect phrases like ""provide samples"", ""counts"", and ""pricing""
- These changes help detect emails offering lists of grocery stores and similar entities

🤖 Generated with Claude Code
Co-Authored-By: Claude <noreply@anthropic.com>"
synapsecns,sanguine,3595,https://github.com/synapsecns/sanguine/pull/3595,MERGED,1,48,41,89,3,"fix: replace vulnerable tj-actions actions with dorny/paths-filter

Replace all tj-actions actions (changed-files, verify-changed-files, branch-names) with
secure alternatives to mitigate the security vulnerability. Used dorny/paths-filter for
file checking and bash scripts for branch name detection.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
thefrontside,effection,992,https://github.com/thefrontside/effection/pull/992,MERGED,1,12,12,24,4,"docs: fix spelling mistakes in documentation

- Fixed typos in context.mdx: ""evironment"" → ""environment"", ""explicitely"" → ""explicitly"", ""appropriatelly"" → ""appropriately""
- Added missing ""the"" in several places
- Fixed ""embeded"" → ""embedded"", ""anwser"" → ""answer"", ""seemlessly"" → ""seamlessly""
- Improved awkward phrasing in processes.mdx

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
tomakado,dumbql,21,https://github.com/tomakado/dumbql/pull/21,MERGED,1,0,18,18,1,"Remove redundant test file

Removes dumbql_sql_test.go since its functionality is already covered by query/sql_test.go
and query/sql_direct_test.go which provide more comprehensive testing.

🤖 Generated with [Claude Code](https://claude.ai/code)
Co-Authored-By: Claude <noreply@anthropic.com>"
tomakado,dumbql,31,https://github.com/tomakado/dumbql/pull/31,MERGED,1,25,0,25,1,Add documentation for field presence operator
umputun,spot,258,https://github.com/umputun/spot/pull/258,MERGED,1,331256,312167,643423,95,"Upgrade to Go 1.24 and update dependencies

- Update Go version from 1.23 to 1.24 in go.mod
- Update Go version in CI workflows
- Update dependencies with go get -u ./...
- Fix non-constant format string in logger_test.go
- Revendor dependencies

🤖 Generated with Claude Code
Co-Authored-By: Claude <noreply@anthropic.com>"
umputun,tg-spam,260,https://github.com/umputun/tg-spam/pull/260,MERGED,1,119,3,122,2,"Fix Issue #223: Preserve telegram profile links in callbacks

When pressing inline buttons in admin chat (like 'info' or 'keep it banned'),
messages with usernames containing underscores would lose their telegram profile
links (tg://user?id=) due to markdown parsing errors. Now the send() function
tries HTML mode as an intermediate fallback before resorting to plain text.

- Added HTML mode as fallback when markdown fails for messages with profile links
- Added test case that reproduces and verifies the fix
- Improved handling of messages with special characters in usernames"
utensils,mcp-nixos,3,https://github.com/utensils/mcp-nixos/pull/3,MERGED,1,178,4,182,7,"feat(docker): add pre-cache feature for faster startup

- Add --pre-cache command-line option to populate cache and exit
- Update Dockerfile to automatically pre-cache during build
- Document pre-cache feature in CLAUDE.md
- Synced rule files with updated documentation

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
utensils,mcp-nixos,4,https://github.com/utensils/mcp-nixos/pull/4,MERGED,1,18,2,20,1,"fix(docker): ensure container exits instantly without hanging

- Add tini as init system for proper signal forwarding and zombie reaping
- Use mcp_nixos.run wrapper for aggressive process termination
- Set low timeout values via environment variables
- Enable cleanup of orphan processes
- Add explicit STOPSIGNAL for Docker to use

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
utensils,mcp-nixos,10,https://github.com/utensils/mcp-nixos/pull/10,MERGED,1,9,14,23,5,"Fix S3 bucket name and CloudFront distribution ID

Updated the deployment settings with the correct S3 bucket name (urandom-mcp-nixos) and CloudFront distribution ID (E1QS1G7FYYJ6TL) for the website deployment job.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
utensils,mcp-nixos,11,https://github.com/utensils/mcp-nixos/pull/11,MERGED,1,1,1,2,1,"Remove unnecessary build dependency from website deployment

Make website deployment independent of Nix flake build since they use separate build systems and don't have a direct dependency. This allows the website deployment to run in parallel rather than waiting for the flake build to complete.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
utensils,mcp-nixos,12,https://github.com/utensils/mcp-nixos/pull/12,MERGED,1,1,1,2,1,"Update website README with deployment information

Add information about automatic deployment to AWS S3 and CloudFront in the website README to trigger the new CI/CD website deployment process.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
utensils,mcp-nixos,13,https://github.com/utensils/mcp-nixos/pull/13,MERGED,1,5,5,10,3,"bump: update version from 0.2.3 to 0.3.0

This release includes significant functional improvements:
1. Pre-cache Feature: Added --pre-cache option for populating cache data during setup
2. State Persistence: New module for maintaining state across server restarts
3. Request Gating: Added checks to verify server readiness before processing requests
4. Improved Windows Compatibility: Enhanced cache directory detection and signal handling
5. Server Lifecycle Management: Better startup/shutdown sequence and resource cleanup
6. Better Error Handling: More robust imports and circular dependency resolution

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
utensils,mcp-nixos,14,https://github.com/utensils/mcp-nixos/pull/14,MERGED,3,133,47,180,11,"Implement global anchor heading functionality across website

- Enhanced AnchorHeading component with smooth scrolling behavior
- Applied AnchorHeading component to all pages (home, about, docs, test-code-block)
- Ensured consistent navigation experience throughout the site
- Fixed missing AnchorHeading in Features section of about page
Linting yo
bump: update version from 0.3.0 to 0.3.1

- Fix Home Manager context handling in MCP interface
- Implement proper type checking for string contexts from MCP
- Fix cascading failures in tool registration
- Add RELEASE_NOTES.md with detailed explanation of fixes

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
utensils,mcp-nixos,15,https://github.com/utensils/mcp-nixos/pull/15,MERGED,2,26,17,43,2,"Enhance About page with improved Utensils branding

- Increased Utensils logo size to 64x64 pixels for better visibility
- Updated wording from 'Utensils Project' to 'A Utensils Creation'
- Redesigned the Utensils section with gradient background and improved typography
- Moved the Utensils section to the top of Project Overview for better prominence
- Improved responsive layout for both mobile and desktop displays
Remove anchor functionality from home page hero title

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
vfarcic,crossplane-sql,144,https://github.com/vfarcic/crossplane-sql/pull/144,MERGED,1,132,101,233,6,Claude
vfarcic,crossplane-sql,145,https://github.com/vfarcic/crossplane-sql/pull/145,MERGED,1,286,79,365,16,Claude
waldzellai,waldzell-mcp,14,https://github.com/waldzellai/waldzell-mcp/pull/14,MERGED,1,2250,15,2265,9,"Add business subscriptions API and enhance businesses API clients

- Added BusinessSubscriptionsClient with full API implementation
- Enhanced BusinessClient with comprehensive type definitions
- Improved BusinessAiClient with better interface and continueChat method
- Added test files for all new and enhanced API clients
- Updated MCP server with business subscriptions tools
- Updated documentation in CLAUDE.md

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,15,https://github.com/waldzellai/waldzell-mcp/pull/15,MERGED,3,2361,9,2370,7,"Enhance categories API client with improved implementation

- Enhanced CategoriesClient with proper interfaces and types
- Added searchCategories method for category search by term
- Added comprehensive test coverage for all methods
- Implemented MCP tools for categories API functionality
- Updated documentation in CLAUDE.md

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add Events API tools to MCP server

- Added events API tools (yelpEventsSearch, yelpEventDetails, yelpFeaturedEvent)
- Updated CLAUDE.md documentation to include events API tools

Note: The implementation already had the Events API client and tests in place

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>
Add Checkout API client and MCP tools

- Implemented Checkout API client with TypeScript interfaces
- Added payment methods, invoices, and payments management
- Created MCP tools for all Checkout API endpoints
- Added response formatters for user-friendly output
- Wrote comprehensive unit tests
- Updated documentation

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,16,https://github.com/waldzellai/waldzell-mcp/pull/16,MERGED,1,930,0,930,5,"Add Claim Business API client and MCP tools

- Implemented Claim Business API client with comprehensive TypeScript interfaces
- Added business claim eligibility checking and claim submission
- Created verification methods for different verification paths
- Created MCP tools for all Claim Business endpoints
- Added response formatters for user-friendly output
- Wrote comprehensive unit tests with mock responses
- Updated documentation in CLAUDE.md

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,17,https://github.com/waldzellai/waldzell-mcp/pull/17,MERGED,1,1875,0,1875,5,"Add User Management API client and MCP tools

- Implemented comprehensive User Management API client with TypeScript interfaces
- Added user profile and preferences management functionality
- Created tools for managing user connections and collections
- Added response formatters for user-friendly output
- Wrote comprehensive unit tests with mock responses
- Updated documentation in CLAUDE.md

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,20,https://github.com/waldzellai/waldzell-mcp/pull/20,MERGED,1,7327,369,7696,15,"feat: Configure monorepo with Turborepo and Changesets

- Add turbo.json for build and CI pipeline configuration
- Add Changesets for versioning and publishing
- Add GitHub Actions workflows for CI, publishing, and Smithery deployment
- Update package.json with monorepo scripts
- Configure smithery.yaml for StochasticThinking server deployment

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,23,https://github.com/waldzellai/waldzell-mcp/pull/23,MERGED,1,11,38841,38852,135,"fix: Clean up duplicated files in monorepo root

- Remove duplicate files from the root that belong in packages/server-yelp-fusionai
- Restore monorepo package.json configuration
- Clean up src directory that should be in the package, not the root

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,24,https://github.com/waldzellai/waldzell-mcp/pull/24,MERGED,1,38731,0,38731,141,"feat: Add server-yelp-fusionai package to monorepo

Add the Yelp Fusion AI API implementation to the monorepo structure, providing a TypeScript wrapper around the Yelp API with complete type definitions.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,25,https://github.com/waldzellai/waldzell-mcp/pull/25,MERGED,1,10,1,11,1,"chore: Update .gitignore to exclude unnecessary scripts and HTML documentation

Added patterns to ignore utility scripts and HTML documentation files to keep the repository cleaner and focused on the core source code.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,27,https://github.com/waldzellai/waldzell-mcp/pull/27,MERGED,1,6078,5,6083,4,"chore: Add yarn.lock and standardize package.json formatting

Added a central yarn.lock file for better dependency management and standardized formatting in package.json files.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,28,https://github.com/waldzellai/waldzell-mcp/pull/28,MERGED,1,38,50,88,3,"fix: Update GitHub workflows to use Yarn instead of npm

- Changed all workflows to use Yarn with proper caching
- Fixed malformed publish.yml workflow
- Added server-yelp-fusionai to Smithery deployment options
- Added corepack enable step to all workflows for Yarn 4 support

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
waldzellai,waldzell-mcp,29,https://github.com/waldzellai/waldzell-mcp/pull/29,MERGED,1,43,4,47,3,"fix: Update GitHub Actions workflows to properly handle Yarn 4

- Removed built-in cache: 'yarn' which doesn't work with Yarn 4
- Added explicit corepack prepare yarn@4.6.0 --activate step to set correct version
- Implemented proper cache configuration with actions/cache@v3
- Fixed Smithery CLI installation to use npm for global installs

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
yumemi-inc,Tart,80,https://github.com/yumemi-inc/Tart/pull/80,MERGED,1,127,98,225,13,"Add specialized context interfaces for action handlers

- Introduce Context interfaces for different lifecycle stages:
  - EnterContext: For state entry handlers
  - ExitContext: For state exit handlers
  - DispatchContext: For action dispatch handlers
  - ErrorContext: For error handlers
- Update DSL API for more consistent receiver-based context access
- Remove excess parameters in favor of context properties
- Update all tests to use the new context interfaces

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
yumemi-inc,Tart,81,https://github.com/yumemi-inc/Tart/pull/81,MERGED,1,12,14,26,5,"Refactor middleware contexts to improve type safety and API consistency

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
yumemi-inc,Tart,83,https://github.com/yumemi-inc/Tart/pull/83,MERGED,1,18,42,60,2,"Update tests to use automatic context transition mechanism

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
yumemi-inc,Tart,84,https://github.com/yumemi-inc/Tart/pull/84,MERGED,1,271,28,299,2,"Add Counter application example to demonstrate Tart Store DSL usage

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
yumemi-inc,Tart,87,https://github.com/yumemi-inc/Tart/pull/87,MERGED,1,59,59,118,2,"refactor: improve internal API visibility and code organization

Make DSL annotations internal and reorganize StoreBuilder class structure for better readability and maintainability.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
yumemi-inc,Tart,88,https://github.com/yumemi-inc/Tart/pull/88,MERGED,2,410,30,440,3,"test: Add TodoUseCaseTest to demonstrate Tart usage with a Todo application
docs: Improve state transition diagrams in test files"
yumemi-inc,Tart,89,https://github.com/yumemi-inc/Tart/pull/89,MERGED,1,1,1,2,1,fix: make ExperimentalTartApi annotation public
yumemi-inc,Tart,90,https://github.com/yumemi-inc/Tart/pull/90,MERGED,1,43,0,43,1,docs: add CLAUDE.md with build commands and code style guidelines
yumemi-inc,Tart,94,https://github.com/yumemi-inc/Tart/pull/94,MERGED,1,2,1,3,1,"fix: isolate middleware context from parent coroutineScope

Prevent parent scope cancellation by adding explicit Job() to middleware context's coroutineContext. This ensures that cancellations and errors in middleware execution don't propagate to the parent scope, improving stability and isolation between components.

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
yumemi-inc,Tart,95,https://github.com/yumemi-inc/Tart/pull/95,MERGED,1,1,1,2,1,Release 2.4.0
yumemi-inc,Tart,96,https://github.com/yumemi-inc/Tart/pull/96,MERGED,3,108,85,193,10,"[tart-core] Refactor EnterContext to use state.update() pattern
[tart-core] Refactor ErrorContext to use state.update() pattern
[tart-core] Refactor ActionContext to use state.update() pattern"
yumemi-inc,Tart,98,https://github.com/yumemi-inc/Tart/pull/98,MERGED,2,33,46,79,2,"docs: clarify action dispatch in MiddlewareContext KDoc
docs: update README to adopt state() event() message() specs syntax"
yumemi-inc,Tart,99,https://github.com/yumemi-inc/Tart/pull/99,MERGED,2,41,19,60,2,"fix: add error handling and state checks in launch scope
fix: restrict dispatch method to only be callable within launch blocks"
yumemi-inc,Tart,100,https://github.com/yumemi-inc/Tart/pull/100,MERGED,1,28,28,56,7,"refactor: remove unused generic type parameters in MiddlewareContext, ExitScope and ErrorScope"
yumemi-inc,Tart,101,https://github.com/yumemi-inc/Tart/pull/101,MERGED,1,27,8,35,3,feat: add event emission capability to LaunchScope
yumemi-inc,Tart,102,https://github.com/yumemi-inc/Tart/pull/102,MERGED,2,88,32,120,3,"Allow specifying thread for launch in EnterScope via coroutineDispatcher parameter
Add support for specifying coroutineDispatchers in Tart's DSL handler blocks"
yumemi-inc,Tart,105,https://github.com/yumemi-inc/Tart/pull/105,MERGED,1,9,0,9,2,Add isActive property to LaunchScope interface to improve scope management
yumemi-inc,Tart,108,https://github.com/yumemi-inc/Tart/pull/108,MERGED,1,152,0,152,1,Add test for service wrapper pattern in Tart core module
yumemi-inc,Tart,109,https://github.com/yumemi-inc/Tart/pull/109,MERGED,1,62,62,124,12,"Rename newState() and newStateBy() to nextState() and nextStateBy()

This commit renames the StoreScope methods for better clarity:
- newState() -> nextState()
- newStateBy() -> nextStateBy()

The rename was applied to:
- StoreScope interface definitions
- StoreImpl implementations
- All test files
- README examples

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
yumemi-inc,Tart,110,https://github.com/yumemi-inc/Tart/pull/110,MERGED,1,9,9,18,1,docs: update terminology from Container to Builder in README examples
yumemi-inc,Tart,113,https://github.com/yumemi-inc/Tart/pull/113,MERGED,1,151,0,151,1,test: add concurrent processing tests for Store
yumemi-inc,Tart,115,https://github.com/yumemi-inc/Tart/pull/115,MERGED,2,34,82,116,3,"Refactor state handlers to use generic StateHandler pattern
Refactor StateHandler implementation to improve type safety and consistency"
yumemi-inc,Tart,116,https://github.com/yumemi-inc/Tart/pull/116,MERGED,1,50,43,93,7,"refactor: replace MiddlewareContext with MiddlewareScope for better coroutine management

- Rename MiddlewareContext to MiddlewareScope to better reflect its purpose
- Add launch() method to allow middlewares to start coroutines within store lifecycle
- Remove direct coroutineContext exposure in favor of structured concurrency
- Update middleware implementations to use the new scope-based approach
- Improve documentation with comprehensive KDocs

🤖 Generated with [Claude Code](https://claude.ai/code)

Co-Authored-By: Claude <noreply@anthropic.com>"
yumemi-inc,Tart,118,https://github.com/yumemi-inc/Tart/pull/118,MERGED,1,97,9,106,5,refactor: enhance middleware lifecycle with store alignment and factory function
yumemi-inc,Tart,119,https://github.com/yumemi-inc/Tart/pull/119,MERGED,1,97,0,97,1,test: add middleware integration test with external data source
yumemi-inc,Tart,121,https://github.com/yumemi-inc/Tart/pull/121,MERGED,1,1,1,2,1,Release 3.0.0-alpha05
